Date,Open,High,Low,Close,Volume,Day,Weekday,Week,Month,Year
4/30/2010,92.72902098,92.82874985098923,91.11807783931032,91.14109039,270000900,30,4,17,4,2010
5/3/2010,91.57833738938542,92.57559087254965,91.44025622791088,92.32244110107422,182747900,3,0,18,5,2010
5/4/2010,91.29449656,91.30983630726918,89.69122072871512,90.15148926,360353400,4,1,18,5,2010
5/5/2010,89.41506535458461,90.36629369,88.96246959088843,89.61451721191406,328973200,5,2,18,5,2010
5/6/2010,89.18494076,89.75260516729003,80.54720977,86.63811492919922,647356600,6,3,18,5,2010
5/7/2010,86.40798367175547,87.27482302501848,83.93020118243238,85.34936523,637558800,7,4,18,5,2010
5/10/2010,88.83970478299024,89.48408528591182,88.14930504414463,89.10820007324219,396159600,10,0,19,5,2010
5/11/2010,88.27209238040636,90.02878980721393,88.14935678800383,88.85510254,317849800,11,1,19,5,2010
5/12/2010,89.20797961816389,90.22824598072958,89.0545528,90.09783172607422,235607100,12,2,19,5,2010
5/13/2010,89.85234120120978,90.27425755933389,88.90111851055151,88.97782897949219,234452500,13,3,19,5,2010
5/14/2010,88.31045345172214,88.47154721415933,86.58444133,87.36689758300781,345601400,14,4,19,5,2010
5/17/2010,87.60468191314814,87.85015890287247,85.74058901058652,87.41290283203125,325739800,17,0,20,5,2010
5/18/2010,88.12632218046221,88.38714477691049,85.94004180312047,86.22387695,360556800,18,1,20,5,2010
5/19/2010,85.74056947445739,86.50768562413633,84.65893874677859,85.73290252685547,394742700,19,2,20,5,2010
5/20/2010,83.90718836534718,84.29841936174476,82.44199910845988,82.49569702148438,530418300,20,3,20,5,2010
5/21/2010,81.24526600554223,83.90715385952457,80.82334982483388,83.70003509521484,500909400,21,4,20,5,2010
5/24/2010,83.24746098298964,83.91485429244021,82.54938817086754,82.62609863,269823000,24,0,21,5,2010
5/25/2010,80.63159525296541,82.74883789261523,80.07159777539162,82.71047973632812,396505200,25,1,21,5,2010
5/26/2010,83.21674847637792,83.9761917,81.96634561731858,82.21182250976562,349719300,26,2,21,5,2010
5/27/2010,83.76145523183274,84.99651330520858,83.44693464733976,84.96582794189453,300870500,27,3,21,5,2010
5/28/2010,84.87377925875076,84.93514999073457,83.50063985694737,83.89954376220703,297933500,28,4,21,5,2010
6/1/2010,83.11702629,84.34441084618545,82.36525580329776,82.48799133300781,277909400,1,1,22,6,2010
6/2/2010,82.90992892227324,84.64360750065994,82.47267287690912,84.63594055175781,240243700,2,2,22,6,2010
6/3/2010,84.88139647729429,85.19591103063433,84.0605825,84.92742156982422,226618300,3,3,22,6,2010
6/4/2010,83.31645940850449,83.86878379982825,81.66715903236546,81.94332122802734,398475600,4,4,22,6,2010
6/7/2010,82.23486386,82.54938434305933,80.86173084799438,80.9230957,264609100,7,0,23,6,2010
6/8/2010,80.98445789106015,81.95102595243341,80.27871238392572,81.78993225097656,357774300,8,1,23,6,2010
6/9/2010,82.26555613149684,83.06335784165546,81.00748577964796,81.35269165039062,268023300,9,2,23,6,2010
6/10/2010,82.74120039755769,83.83050461038923,81.34504836139227,83.73078155517578,317890600,10,3,23,6,2010
6/11/2010,82.99428964681378,84.19098884548855,82.94059175591507,84.13729095458984,214128200,11,4,23,6,2010
6/14/2010,84.78168012326897,85.24195452686453,83.92251372217254,84.00689697265625,207196100,14,0,24,6,2010
6/15/2010,84.59757426488588,85.99372552576045,84.45182031289733,85.91701508,238268700,15,1,24,6,2010
6/16/2010,85.47210897545364,86.23922538525515,85.30334243,85.88635254,216374000,16,2,24,6,2010
6/17/2010,86.13178695035378,86.17014509,85.18823751050667,86.02439117,263185800,17,3,24,6,2010
6/18/2010,86.19474355820395,86.42596977724938,85.84019198461971,86.11766815185547,174006600,18,4,24,6,2010
6/21/2010,87.18902622013239,87.25068301271249,85.39314056058292,85.87101745605469,213140700,21,0,25,6,2010
6/22/2010,85.87105541726804,86.24872916586344,84.32952319224985,84.45284271240234,239355400,22,1,25,6,2010
6/23/2010,84.50679167134847,84.80738997,83.61270608559572,84.19078063964844,254639900,23,2,25,6,2010
6/24/2010,83.7745378,83.88244454135767,82.57984844027438,82.79566192626953,268523600,24,3,25,6,2010
6/25/2010,83.04232138274395,83.56644246128873,82.29467747,83.14252471923828,238726500,25,4,25,6,2010
6/28/2010,83.26583029631881,83.48935308897762,82.57984918940708,82.88044738769531,169218600,28,0,26,6,2010
6/29/2010,81.71660241472294,82.8650479,79.81281548151445,80.32151794433594,373649500,29,1,26,6,2010
6/30/2010,80.09799019383854,80.83792474550373,79.29639295941533,79.55845642089844,284101700,30,2,26,6,2010
7/1/2010,79.50449376160245,79.76655131201375,77.94754354635704,79.20389556884766,382924800,1,3,26,7,2010
7/2/2010,79.47370076198276,79.71263639444119,78.32526080795054,78.77230072021484,233385200,2,4,26,7,2010
7/6/2010,79.88213737084618,80.44479878,78.52558842017736,79.28865051269531,256935300,6,1,27,7,2010
7/7/2010,79.48907272601517,81.88615477079331,79.40428801982871,81.78595733642578,253769400,7,2,27,7,2010
7/8/2010,82.47195051,82.68776402,81.63181851309488,82.59527587890625,210842100,8,3,27,7,2010
7/9/2010,82.57218430808989,83.21963100074798,82.41803341389874,83.21192169189453,144999900,9,4,27,7,2010
7/12/2010,82.93439385521476,83.42768347,82.58755161851958,83.26582336425781,131283600,12,0,28,7,2010
7/13/2010,84.12910164156783,84.85361761020509,83.95953219769189,84.52219391,213025900,13,1,28,7,2010
7/14/2010,84.25243234316072,84.84592547570503,83.90558998396955,84.51449584960938,184426800,14,2,28,7,2010
7/15/2010,84.48365190713704,84.83049421461695,83.37374711443783,84.53760528564453,232337900,15,3,28,7,2010
7/16/2010,84.08283992858837,84.17533394335206,82.04801864759911,82.20988464355469,282693400,16,4,28,7,2010
7/19/2010,82.51052861,82.95756856407999,81.87079121999427,82.69551086425781,186709000,19,0,29,7,2010
7/20/2010,81.60097927,83.67433532411268,81.56243862923056,83.61267852783203,258162400,20,1,29,7,2010
7/21/2010,84.04430373548948,84.06742576866768,82.18675533048832,82.52589416503906,264527000,21,2,29,7,2010
7/22/2010,83.50478199,84.73801224353852,83.49707856696537,84.36804199,274781300,22,3,29,7,2010
7/23/2010,84.19849512854206,85.22361555039215,83.95955949656168,85.10029602050781,222020800,23,4,29,7,2010
7/26/2010,85.24670638037004,86.07142564863575,85.00777083587946,85.98664093017578,184445700,26,0,30,7,2010
7/27/2010,86.45679097450238,86.54928497955694,85.63978117818597,85.97891998291016,204855600,27,1,30,7,2010
7/28/2010,85.80166965975367,86.06373315386058,85.13881043877936,85.42399597167969,163056200,28,2,30,7,2010
7/29/2010,85.95582085972711,86.18705300957016,84.32951002628162,85.00778198242188,220149100,29,3,30,7,2010
7/30/2010,84.14450645812917,85.44710262676789,83.99806494530996,84.99234771728516,220070600,30,4,30,7,2010
8/2/2010,86.31805947576841,87.05029050710078,85.97121722125266,86.91155242919922,188263200,2,0,31,8,2010
8/3/2010,86.69576213435124,86.91927909918763,86.21017579159064,86.49536133,146657300,3,1,31,8,2010
8/4/2010,86.73427121340764,87.18131677161149,86.44909164182764,87.07341003417969,158171700,4,2,31,8,2010
8/5/2010,86.51849093819244,87.02719936455667,86.38746212,86.98094940185547,140473800,5,3,31,8,2010
8/6/2010,86.12540465,86.76514194549655,85.49337667063398,86.62640380859375,239728300,6,4,31,8,2010
8/9/2010,87.03490616659371,87.23530699812824,86.57244768499598,87.08885955810547,120800400,9,0,32,8,2010
8/10/2010,86.34891593,87.08114717584563,85.84021341821159,86.61868286132812,242916300,10,1,32,8,2010
8/11/2010,85.28523787,85.31606920330456,84.10596711948092,84.24470520019531,273406900,11,2,32,8,2010
8/12/2010,82.97295467330876,84.02890024831858,82.93441402409167,83.72830200195312,239542600,12,3,32,8,2010
8/13/2010,83.46623857582836,83.98265030859932,83.38145385785377,83.48165130615234,158698500,13,4,32,8,2010
8/16/2010,82.91130764142935,83.71290508,82.61070933830723,83.44313812,147895300,16,0,33,8,2010
8/17/2010,84.15997515833473,85.08489237690823,83.92103360382703,84.46827697753906,172270300,17,1,33,8,2010
8/18/2010,84.42969165576665,85.07713214515252,83.94411128872723,84.62238311767578,182922100,18,2,33,8,2010
8/19/2010,84.18306758556305,84.39117182834917,82.80339567230642,83.15023803710938,265847600,19,3,33,8,2010
8/20/2010,82.90356942133647,83.19646419539531,82.27925099111887,82.88044738769531,209714200,20,4,33,8,2010
8/23/2010,83.27354871375644,83.68205370072434,82.52590484833496,82.56444549560547,163490300,23,0,34,8,2010
8/24/2010,81.66264850421273,82.00178739754472,80.90730118058093,81.33892822265625,280677800,24,1,34,8,2010
8/25/2010,80.89190553507827,81.96327001903065,80.38320293113036,81.65496826171875,272234800,25,2,34,8,2010
8/26/2010,82.04033798111332,82.14824475469904,80.83793897754978,81.10771179199219,224439500,26,3,34,8,2010
8/27/2010,81.61640033,82.44882890852588,80.3985888,82.36404418945312,272649000,27,4,34,8,2010
8/30/2010,82.14821787,82.40257199,81.16163861719353,81.16934204101562,167238600,30,0,35,8,2010
8/31/2010,80.86874385862038,81.68575958042969,80.53731433950816,81.16934204101562,273933100,31,1,35,8,2010
9/1/2010,82.26384546338355,83.71288320968203,82.20989208667235,83.59726715,256828100,1,2,35,9,2010
9/2/2010,83.79768080766628,84.39116804,83.62040203952235,84.37575531,156112200,2,3,35,9,2010
9/3/2010,85.20047842,85.54732078892242,84.74572340488973,85.47024536132812,212197300,3,4,35,9,2010
9/7/2010,85.06942893052201,85.17733567901924,84.43740116911961,84.50676727294922,141973700,7,1,36,9,2010
9/8/2010,84.67637227298206,85.43942913804918,84.63783161212365,85.10029602050781,149924400,8,2,36,9,2010
9/9/2010,86.05600114954507,86.07912318223988,85.26211333114986,85.49333953857422,147017900,9,3,36,9,2010
9/10/2010,85.64750398513985,86.02517760782342,85.45481252125357,85.92498016357422,127819000,10,4,36,9,2010
9/13/2010,86.77281530417629,87.05799488709492,86.42596716537538,86.88072204589844,178503500,13,0,37,9,2010
9/14/2010,86.71116616,87.32007194584735,86.38744588655953,86.82678223,209823600,14,1,37,9,2010
9/15/2010,86.57245732711779,87.25843875866022,86.31039964786756,87.15824127197266,168608400,15,2,37,9,2010
9/16/2010,86.88846403383037,87.18906233890972,86.59556915571713,87.13510895,199962900,16,3,37,9,2010
9/17/2010,87.59385685265119,87.67909550833768,86.92744877,87.16766357421875,195836900,17,4,37,9,2010
9/20/2010,87.46983440117741,88.69416556594209,87.19087272029536,88.50044250488281,214555200,20,0,38,9,2010
9/21/2010,88.57019277901665,88.98862942096932,87.95802714895825,88.32222747802734,268389100,21,1,38,9,2010
9/22/2010,88.18276094186626,88.67869162435176,87.64033269342522,87.88829803466797,191322400,22,2,38,9,2010
9/23/2010,87.16761869,88.08199168,86.92740400438197,87.17536926269531,202354300,23,3,38,9,2010
9/24/2010,88.14400234702556,89.03512970699174,88.06651429658487,88.97313690185547,209671800,24,4,38,9,2010
9/27/2010,89.00412554321998,89.10485940881291,88.46170332547534,88.54693603515625,128761800,27,0,39,9,2010
9/28/2010,88.66318760422247,89.14362302,87.70232267690531,88.85691071,209207500,28,1,39,9,2010
9/29/2010,88.63219142357313,89.04288936551117,88.35322968,88.70193481445312,179665800,29,2,39,9,2010
9/30/2010,89.15136675498336,89.72478543556473,88.02001872751606,88.43846130371094,287106700,30,3,39,9,2010
10/1/2010,89.10489711887521,89.20563694,88.28351286668442,88.81044006347656,174638700,1,4,39,10,2010
10/4/2010,88.62441719419598,88.99636211495559,87.70229365,88.14398193359375,166153200,4,0,40,10,2010
10/5/2010,88.95764556304124,90.13547935255737,88.85690577,89.91851043701172,229634100,5,1,40,10,2010
10/6/2010,89.90300839327212,90.14322904336755,89.54655861953637,89.91075897216797,148626600,6,2,40,10,2010
10/7/2010,90.27496143169549,90.29820725696607,89.25985432,89.80227661132812,164860000,7,3,40,10,2010
10/8/2010,89.92627358301462,90.55393459,89.58531900410397,90.30596923828125,177760100,8,4,40,10,2010
10/11/2010,90.44540889875735,90.63913192812859,90.08120865762619,90.39116668701172,103098300,11,0,41,10,2010
10/12/2010,90.09673377254873,90.93361895579262,89.61630428406252,90.67015838623047,182210000,12,1,41,10,2010
10/13/2010,91.17382219474104,91.8634758,90.95684740530679,91.37528991699219,194347200,13,2,41,10,2010
10/14/2010,91.29005571445421,91.44503771440307,90.44542598457839,91.01884460449219,217764300,14,3,41,10,2010
10/15/2010,91.65424999855645,91.70849221698269,90.47641644,91.2048111,243705000,15,4,41,10,2010
10/18/2010,91.23581618376028,91.95646624689373,90.90261226398978,91.65425872802734,141204800,18,0,42,10,2010
10/19/2010,90.80966644226822,91.32109248830847,89.9030376,90.45321655273438,280604700,19,1,42,10,2010
10/20/2010,90.61590542164025,91.77824385,90.56166319833507,91.33655548095703,200051800,20,2,42,10,2010
10/21/2010,91.74726442686428,92.28193618070685,90.82514054803605,91.53804016113281,221585500,21,3,42,10,2010
10/22/2010,91.67750732130368,91.84798458,91.43729259698598,91.70850372314453,108212400,22,4,42,10,2010
10/25/2010,92.32066794,92.80110329624046,91.90997597083741,91.97971344,151145700,25,0,43,10,2010
10/26/2010,91.51478859668723,92.08820730066552,91.33656666056679,91.99522399902344,158982900,26,1,43,10,2010
10/27/2010,91.35207770120616,91.83251318660744,90.86389754730213,91.73177337646484,190024000,27,2,43,10,2010
10/28/2010,92.25866393973061,92.29741091472374,91.30554983926639,91.74723815917969,168576000,28,3,43,10,2010
10/29/2010,91.65426702786567,91.99522156,91.49154034235244,91.81699371,144305500,29,4,43,10,2010
11/1/2010,92.26644219799171,92.79336929,91.32107247933891,91.84799957,174074800,1,0,44,11,2010
11/2/2010,92.53763089,92.79334675230594,92.28966560841943,92.57637786865234,158345900,2,1,44,11,2010
11/3/2010,92.73910779765059,93.00256833366365,91.78598769722221,92.94832611083984,226702800,3,2,44,11,2010
11/4/2010,93.97892246079537,94.78481103585517,92.96381559880612,94.73831939697266,215039400,4,3,44,11,2010
11/5/2010,94.80031712309818,95.24975605690443,94.67633743457577,95.09477996826172,180654100,5,4,44,11,2010
11/8/2010,94.80032990327499,95.07154696290117,94.49037768,94.91656494140625,156107100,8,0,45,11,2010
11/9/2010,95.17229941898488,95.27303331864846,93.85498449493765,94.23468017578125,186621600,9,1,45,11,2010
11/10/2010,94.21140037053752,94.66083929057527,93.49850092548644,94.61434173583984,221387400,10,2,45,11,2010
11/11/2010,93.80075077803478,94.39741547357646,93.51403839022518,94.25793457,158017600,11,3,45,11,2010
11/12/2010,93.62249471777508,94.03318672274513,92.71587207526086,93.14205932617188,239068800,12,4,45,11,2010
11/15/2010,93.4365157,93.80071603385188,92.97158150266479,93.01032257080078,163940800,15,0,46,11,2010
11/16/2010,92.43688238241077,92.59185844,91.11956222157146,91.56125641,299566200,16,1,46,11,2010
11/17/2010,91.60001462,91.98746075508858,91.32880351,91.6077652,172308900,17,2,46,11,2010
11/18/2010,92.49115857066303,93.28929680739554,92.48340799,92.95609283447266,197723700,18,3,46,11,2010
11/19/2010,92.90961489807597,93.25056358882588,92.40593357460631,93.21182250976562,156852900,19,4,46,11,2010
11/22/2010,92.74686930718453,93.17305656190071,92.03396383638507,93.13431549072266,181361000,22,0,47,11,2010
11/23/2010,92.03395314618754,92.22767621545471,91.42953811598737,91.78598785,222309000,23,1,47,11,2010
11/24/2010,92.36716696601417,93.16531106302261,92.35167172007321,93.14205932617188,140046100,24,2,47,11,2010
11/26/2010,92.33618985140723,92.83986522891246,92.05722809,92.05722809,76007800,26,4,47,11,2010
11/29/2010,91.82471946801685,92.58411637373958,91.23579978063748,92.33615112304688,223642300,29,0,48,11,2010
11/30/2010,91.42180286797227,92.34392075254726,91.29006667421055,91.81699371,233930700,30,1,48,11,2010
12/1/2010,93.14204002428578,93.94792862128011,93.13429536,93.76970672607422,221037200,1,2,48,12,2010
12/2/2010,93.91693317330561,95.04053042,93.86269095526525,94.97078704833984,191213600,2,3,48,12,2010
12/3/2010,94.64534748368293,95.33500117546672,94.62210166,95.22651672363281,151288900,3,4,48,12,2010
12/6/2010,95.02506128186825,95.34277003,94.92432738927108,95.12580108642578,103050500,6,0,49,12,2010
12/7/2010,96.04016182276685,96.09440405195868,95.12578859356208,95.18003082,206581000,7,1,49,12,2010
12/8/2010,95.29627574225356,95.60622799151444,94.85458728390057,95.52873992919922,138019200,8,2,49,12,2010
12/9/2010,96.06339194417735,96.10213300900439,95.42798054381956,95.90066528320312,123705100,9,3,49,12,2010
12/10/2010,96.19512882192556,96.55157856742561,95.87742606,96.45859528,117571700,10,4,49,12,2010
12/13/2010,96.90029325383126,97.01652237978823,96.48959533159811,96.52059173583984,133812700,13,0,50,12,2010
12/14/2010,96.66779723520578,97.03974807432621,96.31134755002596,96.60580444335938,147249600,14,1,50,12,2010
12/15/2010,96.42758996,96.8072855,96.00139687802651,96.16412353515625,160823100,15,2,50,12,2010
12/16/2010,96.22612294479484,96.79179690679979,95.89291903007057,96.72205352783203,185035200,16,3,50,12,2010
12/17/2010,96.65428690807953,96.95029241,96.4517537,96.82566071,141075300,17,4,50,12,2010
12/20/2010,97.09053900051929,97.29307228,96.57642338058764,97.05937957763672,119085500,20,0,51,12,2010
12/21/2010,97.36312501383198,97.73703194756216,97.26965273768626,97.67471313476562,94965500,21,1,51,12,2010
12/22/2010,97.74483658917356,98.00968266503398,97.69030911,97.97852325439453,78878100,22,2,51,12,2010
12/23/2010,97.86950018007028,97.97855518131963,97.59686267694688,97.83834075927734,70053700,23,3,51,12,2010
12/27/2010,97.47220710664773,97.97074586174416,97.40210288001732,97.87727355957031,58126000,27,0,52,12,2010
12/28/2010,98.07200642847546,98.11095123644989,97.76041825,98.01747894,55309100,28,1,52,12,2010
12/29/2010,98.13434280620818,98.30571068943867,98.07202397064187,98.08760070800781,58033100,29,2,52,12,2010
12/30/2010,97.99413494080159,98.25118975433654,97.78381034248464,97.93181610107422,76616900,30,3,52,12,2010
12/31/2010,97.78378825,98.04864028681052,97.62799712826792,97.95516204833984,91218900,31,4,52,12,2010
1/3/2011,98.70295196633383,99.39623243071118,97.91619328,98.96780395507812,138725200,3,0,1,1,2011
1/4/2011,99.18592170655145,99.21708112,98.29789933,98.91328430175781,137409700,4,1,1,1,2011
1/5/2011,98.60171026965159,99.48973276846402,98.50823202760009,99.42741394042969,133975300,5,2,1,1,2011
1/6/2011,99.46637392971722,99.57542892,98.93667572834102,99.23268127441406,122519000,6,3,1,1,2011
1/7/2011,99.36510594728283,99.52868843142228,98.26676471290327,99.03794098,156034600,7,4,1,1,2011
1/10/2011,98.60169614925809,99.05349867323021,98.30568473001097,98.91328430175781,122401700,10,0,2,1,2011
1/11/2011,99.27160054162049,99.50528718,98.88990226,99.26380920410156,110287000,11,1,2,1,2011
1/12/2011,99.87143850935318,100.26870769555052,99.28720688,100.15965270996094,107929200,12,2,2,1,2011
1/13/2011,100.19861769757442,100.24535385716486,99.74681501136067,99.99607849121094,129048400,13,3,2,1,2011
1/14/2011,99.85586544831787,100.74388809825838,99.78576121213646,100.72052001953125,117677900,14,4,2,1,2011
1/18/2011,100.6270258406142,100.98535615573773,100.5101854585641,100.89188385009766,114401300,18,1,3,1,2011
1/19/2011,100.80619309769968,100.90745079624838,99.63774177734149,99.90258789,151958400,19,2,3,1,2011
1/20/2011,99.67665575595659,100.01939732930052,99.03011146568791,99.77013397216797,175745700,20,3,3,1,2011
1/21/2011,100.39335961993704,100.6192550199921,99.88702349013201,99.99607849121094,151462900,21,4,3,1,2011
1/24/2011,99.93372367995326,100.68153762254603,99.91035560856906,100.5646973,113715500,24,0,4,1,2011
1/25/2011,100.29984503972153,100.70491144367402,99.79352094935598,100.61922454833984,167552200,25,1,4,1,2011
1/26/2011,100.86851956361558,101.30473952112861,100.66598037898282,101.00872802734375,141281500,26,2,4,1,2011
1/27/2011,101.03211881035621,101.42939998574151,100.85295954885004,101.25802612304688,123302700,27,3,4,1,2011
1/28/2011,101.37483077348521,101.53841917965877,99.32614837,99.48973083496094,295637300,28,4,4,1,2011
1/31/2011,99.76236720524763,100.31542743952073,99.51309191547381,100.2375259399414,149249200,31,0,5,1,2011
2/1/2011,100.84513903022489,102.02137569081232,100.78282020312014,101.84221649169922,167194300,1,1,5,2,2011
2/2/2011,101.57732958936468,101.92007709782183,101.52280805998151,101.64744567871094,118323600,2,2,5,2,2011
2/3/2011,101.46830848604587,102.02916607128707,100.93083086244944,101.87337493896484,145886700,3,3,5,2,2011
2/4/2011,101.91231191658416,102.20052606672319,101.44492669669934,102.16157531738281,134634800,4,4,5,2,2011
2/7/2011,102.38750213128833,103.13530436293122,102.37970484826774,102.80035400390625,112439100,7,0,6,2,2011
2/8/2011,102.89379493679753,103.32222935871559,102.61336621391469,103.26770782470703,99072800,8,1,6,2,2011
2/9/2011,102.98729095476641,103.31445585476715,102.51990573413683,103.03402709960938,146436700,9,2,6,2,2011
2/10/2011,102.51211766301488,103.18981551774918,102.27842505879973,103.0729751586914,162708500,10,3,6,2,2011
2/11/2011,102.6679166207855,103.82078516733955,102.64454854718716,103.68836212158203,137710300,11,4,6,2,2011
2/14/2011,103.62603984198813,104.02330896601673,103.50919947789151,103.9376220703125,101690700,14,0,7,2,2011
2/15/2011,103.6182709,103.77406205464897,103.07299598644013,103.6104736328125,119575400,15,1,7,2,2011
2/16/2011,103.96100418633578,104.38942678764619,103.75067964049771,104.26480102539062,130183500,16,2,7,2,2011
2/17/2011,103.96099882653448,104.71658630124892,103.86751465203703,104.57637786865234,109810500,17,3,7,2,2011
2/18/2011,104.6698798398144,104.91915519436527,104.42840176890768,104.79451751708984,130002400,18,4,7,2,2011
2/22/2011,103.69614699768184,104.8178620691828,102.41085541181225,102.6912841796875,233116400,22,1,8,2,2011
2/23/2011,102.62899925953764,102.87827464048863,101.42939417549803,102.06035614013672,227584000,23,2,8,2,2011
2/24/2011,101.95125736681076,102.38747721010995,101.03206965177382,101.99019622802734,260431400,24,3,8,2,2011
2/25/2011,102.41866042032751,103.14310649527529,102.35634158374363,103.0807876586914,141686900,25,4,8,2,2011
2/28/2011,103.46247174692914,103.85195550706165,103.11972413623636,103.71952056884766,141585500,28,0,9,2,2011
3/1/2011,104.04668157975082,104.14015386442942,101.95904276183423,101.99019622802734,258565500,1,1,9,3,2011
3/2/2011,101.85000557915075,102.68350655002196,101.53842331843518,102.20833587646484,200277400,2,2,9,3,2011
3/3/2011,103.13530239342211,104.08564378781776,103.12751699665236,103.96880340576172,176480100,3,3,9,3,2011
3/4/2011,103.89090065088037,104.09343982549059,102.51213661470446,103.18983459472656,277202300,4,4,9,3,2011
3/7/2011,103.49363720014594,103.72732986050215,101.8422296695397,102.37970733642578,216790400,7,0,10,3,2011
3/8/2011,102.5433040685974,103.60270058004804,102.09929867545668,103.2755355834961,174615000,8,1,10,3,2011
3/9/2011,103.0730037755922,103.44690491448556,102.51214612420073,103.12752532958984,153806000,9,2,10,3,2011
3/10/2011,102.04477434043373,102.1849828288538,101.11780082441949,101.21907043457031,301291800,10,3,10,3,2011
3/11/2011,100.89187405989802,102.28622065683504,100.86850598575555,101.92010498046875,225621800,11,4,10,3,2011
3/14/2011,101.25799712467212,101.6396836209164,100.53355111509336,101.30473327636719,234974100,14,0,11,3,2011
3/15/2011,98.60947630228233,100.7438511704599,98.53937209179772,100.144043,359585400,15,1,11,3,2011
3/16/2011,99.82469177336232,100.15186862050385,97.58905859654205,98.29013061523438,468670300,16,2,11,3,2011
3/17/2011,99.70786501968813,100.01166194547584,99.00679290515806,99.59101867675781,254303700,17,3,11,3,2011
3/18/2011,100.79816691631885,100.82946766223426,99.75764393163098,99.95323181152344,230435400,18,4,11,3,2011
3/21/2011,101.19717981459156,101.71352277535571,101.07981991707526,101.5022964477539,153992600,21,0,12,3,2011
3/22/2011,101.48664013957713,101.61963846546203,101.0563444159867,101.15022277832031,129538600,22,1,12,3,2011
3/23/2011,100.86856449514887,101.70568625831108,100.39134158139363,101.43968963623047,148603100,23,2,12,3,2011
3/24/2011,102.01861435222463,102.55843871009843,101.44750119200701,102.4097900390625,159129800,24,3,12,3,2011
3/25/2011,102.6758086257583,103.16868192174283,102.40198084308354,102.72274780273438,155642800,25,4,12,3,2011
3/28/2011,102.94180486464921,103.20780149166531,102.44110041590422,102.4723892211914,109762400,28,0,13,3,2011
3/29/2011,102.38634867148879,103.19216985344777,102.04994321820438,103.16088104248047,129798800,29,1,13,3,2011
3/30/2011,103.70067684795274,104.17791166285063,103.55202817708927,103.87279510498047,135835000,30,2,13,3,2011
3/31/2011,103.73981052503076,104.0214575,103.6224506409525,103.73197937011719,132537100,31,3,13,3,2011
4/1/2011,104.37353166961839,104.65517872811617,103.91976630105317,104.17011260986328,153850100,1,4,13,4,2011
4/4/2011,104.38913232689623,104.57690094385153,103.95884864519134,104.25613403320312,100768900,4,0,14,4,2011
4/5/2011,104.05277847031219,104.70213182863314,104.00583927728125,104.24054718017578,120791500,5,1,14,4,2011
4/6/2011,104.74121006122346,104.83508840987349,104.1466153524797,104.5690918,120411600,6,2,14,4,2011
4/7/2011,104.38135147330229,104.81946646947961,103.78676854102426,104.3031234741211,170731500,7,3,14,4,2011
4/8/2011,104.76469351854895,104.82728307184712,103.51292632805897,103.94322204589844,147945400,8,4,14,4,2011
4/11/2011,104.0527594,104.40481521832486,103.37993656587736,103.63029479980469,121385400,11,0,15,4,2011
4/12/2011,103.05134655341489,103.2547536577091,102.4802333,102.85575866699219,161187400,12,1,15,4,2011
4/13/2011,103.33297734079815,103.41120532042548,102.45674756746597,102.8479232788086,162059000,13,2,15,4,2011
4/14/2011,102.25336268235075,103.08265355711806,101.9169571884407,102.92618560791016,161220400,14,3,15,4,2011
4/15/2011,103.11395527042951,103.55988952671429,102.80883858842222,103.30171203613281,170006700,15,4,15,4,2011
4/18/2011,102.16729894014536,103.29388722432776,101.32235772700855,102.14382934570312,210759300,18,0,16,4,2011
4/19/2011,102.30027984057148,102.76187630726726,102.04993356330463,102.73057556152344,124258800,19,1,16,4,2011
4/20/2011,103.95888602383506,104.3578810483739,103.8884653060732,104.1310043334961,156133800,20,2,16,4,2011
4/21/2011,104.67078308319427,104.70990303869681,104.13097067310281,104.6629638671875,135935400,21,3,16,4,2011
4/25/2011,104.58477087146122,104.72560038689768,104.20924539319682,104.55348205566406,65757100,25,0,17,4,2011
4/26/2011,104.8742154487724,105.66438612464394,104.76468672204035,105.4531478881836,146600000,26,1,17,4,2011
4/27/2011,105.65657035045558,106.29809236000847,105.22627464650996,106.1416244506836,143031000,27,2,17,4,2011
4/28/2011,105.95388787147361,106.62671082921186,105.9382494322224,106.48589324951172,124791100,28,3,17,4,2011
4/29/2011,106.52498736580377,106.84575435869044,106.38415788254792,106.73621368408203,115094100,29,4,17,4,2011
5/2/2011,107.23691817544662,107.32296537407343,106.36067644037357,106.57191467285156,126278700,2,0,18,5,2011
5/3/2011,106.36848699011485,106.5484244448401,105.64871329574717,106.18853759765625,138375000,3,1,18,5,2011
5/4/2011,106.1416467017016,106.18858589056555,105.01505841801196,105.4844741821289,182678500,4,2,18,5,2011
5/5/2011,104.89768967745928,105.5783316567056,104.06839900441517,104.52998352050781,226900000,5,3,18,5,2011
5/6/2011,105.57050625850844,106.11033066743785,104.5847357942945,104.99156188964844,222787200,6,4,18,5,2011
5/9/2011,104.98375399605888,105.70351597301803,104.81945492172375,105.39839935302734,114104500,9,0,19,5,2011
5/10/2011,105.75044444430799,106.48585671999066,105.61744612985795,106.29808807373047,114806900,10,1,19,5,2011
5/11/2011,106.14164093932553,106.15729131401011,104.69429763106157,105.17935180664062,193564200,11,2,19,5,2011
5/12/2011,104.8977173,105.8991264905026,104.35789268792436,105.68006896972656,171550700,12,3,19,5,2011
5/13/2011,105.73478933540463,105.883438,104.49085344621993,104.86637878417969,157444900,13,4,19,5,2011
