Date,Open,High,Low,Close,Volume,Day,Weekday,Week,Month,Year
12/26/1995,37.17216169543383,37.219418448161306,37.09655089106986,37.20051574707031,432200,26,1,52,12,1995
12/27/1995,37.29504543667101,37.29504543667101,37.1154697,37.18162918,151800,27,2,52,12,1995
12/28/1995,37.10602773224731,37.29505487301271,37.049319590017696,37.14383316040039,256200,28,3,52,12,1995
12/29/1995,37.18163064571318,37.219436065790156,37.04931167544373,37.19108200073242,339200,29,4,52,12,1995
1/2/1996,37.14381816730686,37.58803176879883,37.106012754413925,37.58803176879883,514400,2,1,1,1,1996
1/3/1996,37.710892601740156,37.80540611703274,37.50296286809648,37.69198989868164,610300,3,2,1,1,1996
1/4/1996,37.73925195331815,37.88102224615556,37.03040048913111,37.33284378051758,1129700,4,3,1,1,1996
1/5/1996,37.087115910499605,37.35175384258268,37.00205371804434,37.257240295410156,302400,5,4,1,1,1996
1/8/1996,37.38955835010296,37.446266477024245,37.34230157766855,37.399009704589844,179900,8,0,2,1,1996
1/9/1996,37.512409915467956,37.54076397,36.67123972587948,36.75630187988281,415500,9,1,2,1,1996
1/10/1996,36.70906194117369,36.78467277936354,36.07582117133367,36.27429962158203,787700,10,2,2,1,1996
1/11/1996,36.33100331900991,36.491676330566406,36.160878953832444,36.491676330566406,513200,11,3,2,1,1996
1/12/1996,36.586192524634136,36.595643878941715,36.094722100640084,36.43497085571289,390400,12,4,2,1,1996
1/15/1996,36.44441428,36.56728186,36.20813047579118,36.359352111816406,154200,15,0,3,1,1996
1/16/1996,36.538935688255876,36.831927671270854,36.22704099665928,36.80357360839844,454600,16,1,3,1,1996
1/17/1996,36.718512908015775,36.97369948421048,36.56729123323373,36.69015884399414,407600,17,2,3,1,1996
1/18/1996,36.83192532090076,36.84137667458844,36.52003064920722,36.81302261352539,425600,18,3,3,1,1996
1/19/1996,36.813018796882346,37.15326749436316,36.77521338605115,37.058753967285156,169800,19,4,3,1,1996
1/22/1996,37.030393753168475,37.15326131794417,36.96423429521233,37.068199157714844,288200,22,0,4,1,1996
1/23/1996,37.049305832619524,37.15327072143555,36.97369500438969,37.15327072143555,362200,23,1,4,1,1996
1/24/1996,37.20997998018383,37.53132600998475,37.19107727254848,37.45571517944336,1506500,24,2,4,1,1996
1/25/1996,37.484071615165504,37.50297432399816,37.27614181800624,37.32339859008789,298400,25,3,4,1,1996
1/26/1996,37.295044757480035,37.663647581996436,37.247787985106136,37.644744873046875,726300,26,4,4,1,1996
1/29/1996,37.61638757,37.795963287353516,37.58803350682794,37.795963287353516,254800,29,0,5,1,1996
1/30/1996,37.87157058337472,38.192916577843086,37.82431381948231,38.117305755615234,272100,30,1,5,1,1996
1/31/1996,38.107862526361195,38.523722137263945,38.088959816774704,38.51427078,498000,31,2,5,1,1996
2/1/1996,38.47646445481877,38.65604019165039,38.44811039110851,38.65604019165039,373900,1,3,5,2,1996
2/2/1996,38.63711248145418,38.72217461754349,38.410280118549366,38.49534225463867,496200,2,4,5,2,1996
2/5/1996,38.42921200997064,38.863974369158704,38.372503876163506,38.80726623535156,295300,5,0,6,2,1996
2/6/1996,38.82614236608489,39.21364768181261,38.769434271100344,39.17584228515625,301600,6,1,6,2,1996
2/7/1996,39.16641085289113,39.40269470214844,39.12860543700996,39.40269470214844,585100,7,2,6,2,1996
2/8/1996,39.34599521548249,39.86581979795944,39.270384367122205,39.82801437,1526600,8,3,6,2,1996
2/9/1996,39.809098756882065,40.149347464205846,39.62952305023896,39.81855010986328,804600,9,4,6,2,1996
2/12/1996,39.89415829661878,40.30056644794657,39.85635288719294,40.12099075317383,626500,12,0,7,2,1996
2/13/1996,39.95086846,40.33837392444989,39.92251439945556,40.03593063354492,1045900,13,1,7,2,1996
2/14/1996,40.00757954091679,40.13989849049695,39.66733081342493,39.68623352050781,431400,14,2,7,2,1996
2/15/1996,39.601182853064316,39.865820829170715,39.393253014695006,39.44050979614258,889500,15,3,7,2,1996
2/16/1996,39.3648893,39.45940284343495,39.15695951625174,39.27982711791992,606100,16,4,7,2,1996
2/20/1996,38.97738472809913,39.09080097852037,38.63713597683542,38.89232254,492300,20,1,8,2,1996
2/21/1996,38.96792429202002,39.40268648397562,38.96792429202002,39.374332427978516,434000,21,2,8,2,1996
2/22/1996,39.591715017654046,40.12099074956826,39.56336096058721,39.99812316894531,721400,22,3,8,2,1996
2/23/1996,40.22495710183094,40.29111657074842,39.51610565,39.884708404541016,1430400,23,4,8,2,1996
2/26/1996,39.77130345564622,39.85636565410174,39.29873568644891,39.3176384,1408400,26,0,9,2,1996
2/27/1996,39.412159658725905,39.42161101595821,39.01520265496895,39.19477844238281,601000,27,1,9,2,1996
2/28/1996,39.50666054274684,39.76184710606124,39.01519012451172,39.01519012451172,865900,28,2,9,2,1996
2/29/1996,38.78835238402604,39.289274088790506,38.63713073730469,38.63713073730469,914300,29,3,9,2,1996
3/1/1996,39.100235611795945,39.25145721435547,38.47644650123792,39.25145721435547,1452600,1,4,9,3,1996
3/4/1996,39.3365279,39.714581992542286,39.204208973123606,39.47829818725586,652600,4,0,10,3,1996
3/5/1996,39.38378845175032,39.84690475463867,39.36488574550998,39.84690475463867,402000,5,1,10,3,1996
3/6/1996,39.790207296217645,39.90362356404535,39.497215270996094,39.497215270996094,624700,6,2,10,3,1996
3/7/1996,39.57283775420416,39.71460813068208,39.45942145302182,39.69570541381836,534200,7,3,10,3,1996
3/8/1996,38.826164624822425,39.242024226451484,37.50297498327541,38.41030502319336,2289900,8,4,10,3,1996
3/11/1996,38.25909857354411,38.91124229922952,38.14568227342491,38.85453414916992,1511400,11,0,11,3,1996
3/12/1996,38.59933120417051,38.74110151956291,38.05115265,38.55207443237305,1385300,12,1,11,3,1996
3/13/1996,38.80725244411099,38.97737678507398,38.58987134176941,38.81670379638672,1019300,13,2,11,3,1996
3/14/1996,38.873419231068006,39.20421662301728,38.854516522956615,38.98683547973633,725600,14,3,11,3,1996
3/15/1996,38.92266280934592,39.08404946001882,38.73279616149546,38.960636138916016,869200,15,4,11,3,1996
3/18/1996,39.32137903026095,39.71060562133789,39.235939046853815,39.71060562133789,917600,18,0,12,3,1996
3/19/1996,40.061857262809255,40.061857262809255,39.49225739651339,39.62516403198242,858300,19,1,12,3,1996
3/20/1996,39.81503103379295,39.81503103379295,39.27391115565127,39.57769775390625,744300,20,2,12,3,1996
3/21/1996,39.62516133995634,39.644148,39.34985475661692,39.48276138305664,650800,21,3,12,3,1996
3/22/1996,39.50174874504693,39.69161535761625,39.45428209,39.587188720703125,344500,22,4,12,3,1996
3/25/1996,39.94793126309279,39.98590458178394,39.406811471743865,39.51123809814453,802400,25,0,13,3,1996
3/26/1996,39.444787108915264,39.80553365768513,39.40681378799212,39.701107025146484,969400,26,1,13,3,1996
3/27/1996,39.75808837699154,39.78656838299225,39.302408280980174,39.34038162231445,809600,27,2,13,3,1996
3/28/1996,39.19797048201928,39.51125045923086,39.18847715,39.49226379394531,1001300,28,3,13,3,1996
3/29/1996,39.60618149393423,39.60618149393423,39.11252822507407,39.30239486694336,457700,29,4,13,3,1996
4/1/1996,39.49224725266013,39.76755378398877,39.368833979995564,39.758060455322266,773400,1,0,14,4,1996
4/2/1996,39.80555777281551,39.83403778076172,39.672651069066546,39.83403778076172,638800,2,1,14,4,1996
4/3/1996,39.69163774103068,39.862517788707926,39.59670438120999,39.83403778076172,288000,3,2,14,4,1996
4/4/1996,39.83400671913662,39.92894000493056,39.79603340481904,39.80552673339844,934900,4,3,14,4,1996
4/8/1996,38.80874455319363,39.12202453613281,38.63786456249952,39.12202453613281,2217200,8,0,15,4,1996
4/9/1996,39.273936790438434,39.273936790438434,38.89420329,38.970149993896484,1180900,9,1,15,4,1996
4/10/1996,38.903667029880346,39.07454697291057,38.12521396,38.27710723876953,939500,10,2,15,4,1996
4/11/1996,38.37204091460704,38.56190751982529,37.74548111738684,38.22964096069336,1276000,11,3,15,4,1996
4/12/1996,38.49545573299571,38.770762321468425,38.38153576535182,38.713802337646484,411300,12,4,15,4,1996
4/15/1996,38.91316202,39.08404197024928,38.789748722477185,39.03657531738281,484200,15,0,16,4,1996
4/16/1996,39.11251267915091,39.28339258891419,39.02707272426927,39.15048599243164,429700,16,1,16,4,1996
4/17/1996,39.112532508564506,39.22645250616227,38.78975918203752,39.055572509765625,525300,17,2,16,4,1996
4/18/1996,39.15049544769583,39.23593542321215,38.94164217421152,39.11252212524414,818600,18,3,16,4,1996
4/19/1996,39.30240328144507,39.406829956830556,39.141016601303875,39.20746994018555,885100,19,4,16,4,1996
4/22/1996,39.56819807618126,39.66313137290914,39.24542486730646,39.51123809814453,828900,22,0,17,4,1996
4/23/1996,39.444784591583435,39.66313117295682,39.359344624959064,39.63465118408203,225400,23,1,17,4,1996
4/24/1996,39.83402376908522,39.83402376908522,39.40682380016033,39.49226379394531,699000,24,2,17,4,1996
4/25/1996,39.57770841661952,39.834028427952866,39.34037507279235,39.67264175415039,475500,25,3,17,4,1996
4/26/1996,39.777047112655275,39.98590034331838,39.63464718,39.758060455322266,563300,26,4,17,4,1996
4/29/1996,39.587180539325175,39.83400708,39.587180539325175,39.758060455322266,219900,29,0,18,4,1996
4/30/1996,39.75807518087408,39.834021838335154,39.56820853722138,39.72959518432617,184400,30,1,18,4,1996
5/1/1996,39.720095836837686,39.97641576695112,39.663135852368036,39.81502914428711,561900,1,2,18,5,1996
5/2/1996,39.501755460380984,39.72010210195483,38.941648858082864,39.13151550292969,1299600,2,3,18,5,1996
5/3/1996,39.35933134785199,39.48274459134501,38.73277180396433,39.07453155517578,1329300,3,4,18,5,1996
5/6/1996,39.226441928848686,39.226441928848686,38.69481541674425,39.03657531738281,647500,6,0,19,5,1996
5/7/1996,39.03657736306662,39.03657736306662,38.74228409987229,38.87519073486328,582100,7,1,19,5,1996
5/8/1996,38.68533682834682,39.35936356,38.32459012908862,39.35936356,1694700,8,2,19,5,1996
5/9/1996,39.22642971943923,39.53021620322966,39.18845640896542,39.33085632324219,593400,9,3,19,5,1996
5/10/1996,39.720096588134766,39.853003221077856,39.53022996964464,39.720096588134766,925100,10,4,19,5,1996
5/13/1996,39.81501843133814,40.48904473287009,39.77704511857577,40.31816482543945,867500,13,0,20,5,1996
5/14/1996,40.47957388433505,40.669440553586156,40.44160055048483,40.56501388549805,632300,14,1,20,5,1996
5/15/1996,40.57450761,40.897280949572036,40.489067606760614,40.517547607421875,466100,15,2,20,5,1996
5/16/1996,40.28968647,40.66941960860782,40.270699808523425,40.60296630859375,514400,16,3,20,5,1996
5/17/1996,40.707407226562495,40.88778053283691,40.707407226562495,40.821327209472656,427700,17,4,20,5,1996
5/20/1996,41.10612724305962,41.16308723462044,40.69791397020706,41.09663391113281,788500,20,0,21,5,1996
5/21/1996,41.16308998956797,41.23903665006533,41.011196668573255,41.039676666259766,352700,21,1,21,5,1996
5/22/1996,41.08712658064831,41.42888641357422,40.94472665026251,41.42888641357422,1218100,22,2,21,5,1996
5/23/1996,41.48584310546538,41.58077638488292,41.030163364261185,41.25800323486328,967900,23,3,21,5,1996
5/24/1996,41.29601259338673,41.514359326639116,41.277025920929994,41.41942596435547,659100,24,4,21,5,1996
5/28/1996,41.54280969,41.54280969,40.89726328689706,41.00168991088867,456400,28,1,22,5,1996
5/29/1996,41.08713742413998,41.12511074893124,40.59348420185365,40.72639083862305,649600,29,2,22,5,1996
5/30/1996,40.66945118099064,41.14411798,40.55553114967134,40.935264587402344,895800,30,3,22,5,1996
5/31/1996,40.925740028096136,41.09661994470614,40.631446838378906,40.631446838378906,923500,31,4,22,5,1996
6/3/1996,40.64095375100142,40.77386039723221,40.52703376851789,40.74538040161133,503100,3,0,23,6,1996
6/4/1996,40.935252368367415,41.06815903190108,40.85930570349104,41.03018569946289,627100,4,1,23,6,1996
6/5/1996,41.049158852253484,41.43838538161112,40.963718882394495,41.39091873168945,428000,5,2,23,6,1996
6/6/1996,41.61875411,41.61875411,41.01118105396546,41.087127685546875,523300,6,3,23,6,1996
6/7/1996,40.21374142236057,41.09662101449455,40.21374142236057,41.087127685546875,1422800,7,4,23,6,1996
6/10/1996,41.03017027,41.15358355313912,40.88777032603696,40.95422363,548800,10,0,24,6,1996
6/11/1996,41.10613023266715,41.33397021548101,40.916263580322266,40.916263580322266,688700,11,1,24,6,1996
6/12/1996,41.04917392349421,41.153600591662205,40.77386725286948,40.84032059,1120600,12,2,24,6,1996
6/13/1996,40.935253921856386,40.99221392,40.602987250412745,40.84032059,1502000,13,3,24,6,1996
6/14/1996,40.85930789552149,40.85930789552149,40.53653455248066,40.66944122314453,1468200,14,4,24,6,1996
6/17/1996,40.688400626767326,40.840293862891514,40.53650739064314,40.640933990478516,1101000,17,0,25,6,1996
6/18/1996,40.61249112611215,40.72641115732144,40.29921104028659,40.30870438,718000,18,1,25,6,1996
6/19/1996,40.49855277988304,40.70740607598183,40.35615280527023,40.48905944824219,552100,19,2,25,6,1996
6/20/1996,40.52702077617672,40.65992738,40.213740924779714,40.460567474365234,1234400,20,3,25,6,1996
6/21/1996,40.65589555074836,40.80859375,40.54137190130963,40.80859375,573300,21,4,25,6,1996
6/24/1996,40.90403219164253,41.05673039861086,40.82768308815836,40.884944915771484,416500,24,0,26,6,1996
6/25/1996,40.99945339373156,41.02808429693947,40.78949343687353,40.83721160888672,454400,25,1,26,6,1996
6/26/1996,40.78948725442325,40.875379951028265,40.550896430520446,40.56044006347656,838200,26,2,26,6,1996
6/27/1996,40.56043936827472,40.951728312768665,40.40774124359416,40.84674835205078,1090500,27,3,26,6,1996
6/28/1996,41.01852575974914,41.22848564032487,40.904002188526015,40.98989486694336,1060800,28,4,26,6,1996
7/1/1996,41.09488691539536,41.35256502656946,41.037625112912224,41.343021392822266,471300,1,0,27,7,1996
7/2/1996,41.30485413050188,41.31439776592944,41.12352505737814,41.190330505371094,389400,2,1,27,7,1996
7/3/1996,41.17122512686299,41.22848691424389,40.961265239799715,41.10441970825195,308300,3,2,27,7,1996
7/5/1996,40.38864976302595,40.579522398957074,39.93055543679125,40.054622650146484,842900,5,4,27,7,1996
7/8/1996,40.08324472527755,40.302748208296926,39.77784857498972,39.892372131347656,942000,8,0,28,7,1996
7/9/1996,40.07370991373959,40.197777127094824,39.93055543679125,40.054622650146484,716300,9,1,28,7,1996
7/10/1996,40.04508396070831,40.21686935424805,39.653795008756674,40.21686935424805,1132300,10,2,28,7,1996
7/11/1996,40.04508597812112,40.121435045762915,39.01437356,39.405662536621094,1587400,11,3,28,7,1996
7/12/1996,39.47248164543455,39.64426710714098,39.13845435878314,39.43430709838867,1312000,12,4,28,7,1996
7/15/1996,39.52972560892081,39.52972560892081,38.26996612548828,38.26996612548828,1951300,15,0,29,7,1996
7/16/1996,38.384478036681216,38.78531047764109,36.87658456830836,38.36539077758789,4141000,16,1,29,7,1996
7/17/1996,38.93802136446522,39.090719487463126,38.479926995471516,38.82349777,1340500,17,2,29,7,1996
7/18/1996,38.93801706722937,39.42474228056973,38.68033901,39.35793685913086,1432500,18,3,29,7,1996
7/19/1996,39.262497373132746,39.31975915831476,38.86166487685866,39.071624755859375,1216000,19,4,29,7,1996
7/22/1996,38.80442281219903,38.938033712191846,38.48948283364454,38.785335540771484,519800,22,0,30,7,1996
7/23/1996,38.84259331380858,39.05255328,38.22225705695414,38.2890625,1479800,23,1,30,7,1996
7/24/1996,37.830947522974725,38.594437886707816,37.64007493204145,38.36539077758789,2463400,24,2,30,7,1996
7/25/1996,38.74716273426304,38.82351182,38.55629001143416,38.708988189697266,1989800,25,3,30,7,1996
7/26/1996,38.82350134744312,38.97619948450288,38.71852137821454,38.91893768310547,642300,26,4,30,7,1996
7/29/1996,38.86167311816189,38.91893491548727,38.44175327110906,38.489471435546875,1297900,29,0,31,7,1996
7/30/1996,38.74714405457022,38.89984215921878,38.44174784527312,38.86166763305664,1868200,30,1,31,7,1996
7/31/1996,38.89032061189515,39.25297881637417,38.79488424,39.14799880981445,767100,31,2,31,7,1996
8/1/1996,39.18616251225094,39.94010962342187,39.12890070633922,39.79695510864258,1168600,1,3,31,8,1996
8/2/1996,40.31229402783891,40.67495197600602,40.159595944400124,40.65586471557617,1098500,2,4,31,8,1996
8/5/1996,40.665435730665045,40.67497936730683,40.293233901635254,40.417301177978516,710200,5,0,32,8,1996
8/6/1996,40.407763274600505,40.627266948505984,40.18825960069502,40.54137420654297,640000,6,1,32,8,1996
8/7/1996,40.69404613157202,40.77039518622788,40.388649912948594,40.64632797241211,917800,7,2,32,8,1996
8/8/1996,40.65587023127674,40.65587023127674,40.42682307504419,40.57952117919922,925100,8,3,32,8,1996
8/9/1996,40.72269977,40.779961596349885,40.35049792402698,40.4459343,648800,9,4,32,8,1996
8/12/1996,40.46502526846891,40.83722715183454,40.31232705990865,40.741790771484375,764200,12,0,33,8,1996
8/13/1996,40.665435730665045,40.694066640590414,40.31232117491883,40.417301177978516,805200,13,1,33,8,1996
8/14/1996,40.42682920209099,40.59861459530101,40.31230560661765,40.56044006347656,533800,14,2,33,8,1996
8/15/1996,40.45543894032609,40.69402963943158,40.43635168439765,40.48406982421875,632600,15,3,33,8,1996
8/16/1996,40.59860484162019,40.84673923886563,40.59860484162019,40.82765197753906,475100,16,4,33,8,1996
8/19/1996,40.837204719258246,40.87537925042839,40.69405022737021,40.84674835205078,436400,19,0,34,8,1996
8/20/1996,40.85629358173448,40.86583721490003,40.72268271741673,40.818119049072266,645700,20,1,34,8,1996
8/21/1996,40.71313943777886,40.80857577,40.541354039307215,40.674964904785156,266400,21,2,34,8,1996
8/22/1996,40.77040787488014,41.133065997362685,40.751320605275794,41.05671691894531,584800,22,3,34,8,1996
8/23/1996,40.980366124926284,41.04717156574475,40.70360072724979,40.83721160888672,757100,23,4,34,8,1996
8/26/1996,40.741752074435595,40.78947021928736,40.56996675296925,40.63677215576172,784700,26,0,35,8,1996
8/27/1996,40.75131902306449,40.82766809851754,40.61770814102166,40.789493560791016,389400,27,1,35,8,1996
8/28/1996,40.88492854752864,40.92310308398758,40.71314313346339,40.722686767578125,227600,28,2,35,8,1996
8/29/1996,40.674975791795724,40.674975791795724,40.083270372018305,40.321861267089844,680200,29,3,35,8,1996
8/30/1996,40.31230029635554,40.321843928054484,39.77785692121446,39.90192413330078,1500900,30,4,35,8,1996
9/3/1996,39.377017820742644,40.216857270142874,39.31975604010172,40.15959548950195,1782000,3,1,36,9,1996
9/4/1996,40.15960988971243,40.77040243556357,39.997368119720726,40.197784423828125,930200,4,2,36,9,1996
9/5/1996,40.00691221310983,40.16915398496643,39.71105957,39.71105957,616600,5,3,36,9,1996
9/6/1996,39.854219467380034,40.41729393,39.787414022870536,40.274139404296875,804900,6,4,36,9,1996
9/9/1996,40.42682495474536,40.760852073115544,40.36001953107132,40.75130844116211,719200,9,0,37,9,1996
9/10/1996,40.69405279,40.86583819295495,40.54135465756017,40.73222732543945,669900,10,1,37,9,1996
9/11/1996,40.65587693,40.99944772569242,40.56044060386238,40.961273193359375,713500,11,2,37,9,1996
9/12/1996,41.075811284606736,41.371664014584155,41.01854946590143,41.247596740722656,713300,12,3,37,9,1996
9/13/1996,41.72475095347263,41.915623556187505,41.61022739,41.87744903564453,2008800,13,4,37,9,1996
9/16/1996,41.93474169842879,42.240138087675426,41.87747987544504,42.03017807006836,1220200,16,0,38,9,1996
9/17/1996,42.06833758764393,42.13514302392195,41.67704860372982,41.93472671508789,604700,17,1,38,9,1996
9/18/1996,41.87746823358938,41.991991847719525,41.66750827435079,41.829750061035156,225500,18,2,38,9,1996
9/19/1996,41.76295330394398,42.02063148932023,41.705691484971474,41.992000579833984,410000,19,3,38,9,1996
9/20/1996,42.112167188200246,42.22728017368052,41.977868705139926,42.14094543457031,948400,20,4,38,9,1996
9/23/1996,42.03542017980134,42.208089637408925,41.843565226904026,42.13134766,466800,23,0,39,9,1996
9/24/1996,42.092979262614136,42.51506018502868,41.939495290827026,42.12175750732422,1269800,24,1,39,9,1996
9/25/1996,42.32320122074202,42.32320122074202,42.05460429549706,42.15053176879883,1353300,25,2,39,9,1996
9/26/1996,42.208089637408925,42.476686571465166,41.98745644157702,42.13134766,773200,26,3,39,9,1996
9/27/1996,42.188905191812005,42.188905191812005,41.97786473837411,42.16971969604492,407600,27,4,39,9,1996
9/30/1996,42.22727513269866,42.39994459030624,42.10256941,42.13134766,578200,30,0,40,9,1996
10/1/1996,42.17932905753453,42.39036959409714,42.016252279281616,42.36159133911133,561400,1,1,40,10,1996
10/2/1996,42.51508118856398,42.726121754030686,42.45752467070943,42.64937973022461,609000,2,2,40,10,1996
10/3/1996,42.668541287796174,42.68772678297954,42.486279083554244,42.610984802246094,342200,3,3,40,10,1996
10/4/1996,42.78363962059072,43.18653488,42.66852668887612,43.18653488,754100,4,4,40,10,1996
10/7/1996,43.16737452393391,43.35922952181806,43.12900352435708,43.23452377319336,235100,7,0,41,10,1996
10/8/1996,43.25370265529851,43.39759388169671,42.9851057,43.06184768676758,386200,8,1,41,10,1996
10/9/1996,43.1289925,43.20573447903658,42.67813337,42.726097106933594,528800,9,2,41,10,1996
10/10/1996,42.72610142882683,42.88917815183762,42.59180295105324,42.639766693115234,1562200,10,3,41,10,1996
10/11/1996,42.80284916856554,43.16737365722656,42.80284916856554,43.16737365722656,331300,11,4,41,10,1996
10/14/1996,43.167358073350115,43.397583983074654,43.15776533,43.22491455078125,201600,14,0,42,10,1996
10/15/1996,43.66619664171007,43.66619664171007,42.946740414089625,43.16737365722656,776900,15,1,42,10,1996
10/16/1996,43.282471431983566,43.37839889526367,42.93713256417519,43.37839889526367,590100,16,2,42,10,1996
10/17/1996,43.51271195783981,43.608639453337695,43.31126421729426,43.493526458740234,792500,17,3,42,10,1996
10/18/1996,43.51268780697014,43.78128464528478,43.41676036471492,43.72372817993164,695800,18,4,42,10,1996
10/21/1996,43.762095647453215,43.97313600349091,43.551055291415516,43.666168212890625,879200,21,0,43,10,1996
10/22/1996,43.627811688448475,43.63740443508182,43.340029289448154,43.359214782714844,848900,22,1,43,10,1996
10/23/1996,43.26328270858546,43.52228684010027,43.090613287575586,43.50310134887695,735900,23,2,43,10,1996
10/24/1996,43.503114998976955,43.57985698794979,43.10981230549116,43.128997802734375,379300,24,3,43,10,1996
10/25/1996,43.11940990871853,43.32085765245226,43.05226066080729,43.16737365722656,568300,25,4,43,10,1996
10/28/1996,43.205738711090426,43.42637192386909,42.86039976934992,42.87958526611328,975400,28,0,44,10,1996
10/29/1996,43.01387413353376,43.330434759404994,42.79324097004775,43.22491455078125,815900,29,1,44,10,1996
10/30/1996,43.359217655417176,43.359217655417176,43.033064248274655,43.08102798461914,495400,30,2,44,10,1996
10/31/1996,43.138594725398065,43.51271195783981,43.09063097764913,43.493526458740234,726300,31,3,44,10,1996
11/1/1996,43.579845507834115,43.68536571487488,43.138579187481845,43.34002685546875,821300,1,4,44,11,1996
11/4/1996,43.39758551403841,43.627811431884766,43.30165804826909,43.627811431884766,1608400,4,0,45,11,1996
11/5/1996,43.771722781069165,44.07869081284523,43.76213003007616,43.87724304199219,764000,5,1,45,11,1996
11/6/1996,43.95396620538909,44.740571449571085,43.91559521786802,44.72138595581055,1665000,6,2,45,11,1996
11/7/1996,44.587085634897285,44.99957373349896,44.52952915602263,44.8269043,1446300,7,3,45,11,1996
11/8/1996,44.83650954872224,45.08592102674252,44.66384006393897,45.07632827758789,1355700,8,4,45,11,1996
11/11/1996,44.97080959194916,45.13388633,44.951624092976495,45.02836608886719,655900,11,0,46,11,1996
11/12/1996,45.15307391973642,45.18185216952593,44.826920422122015,44.89406967163086,719900,12,1,46,11,1996
11/13/1996,44.94201320152388,45.16264635064556,44.82690025415605,45.095497131347656,481900,13,2,46,11,1996
11/14/1996,44.932423847163015,45.39287567138672,44.91323835448703,45.39287567138672,558800,14,3,46,11,1996
11/15/1996,45.50800357945814,45.738229567212564,45.25859209272418,45.45044708251953,2250900,15,4,46,11,1996
11/18/1996,45.53677540183646,45.58473914251672,45.268178454027016,45.46003341674805,1518200,18,0,47,11,1996
11/19/1996,45.51757031258312,45.79575988878226,45.45042110453505,45.78616714477539,1029300,19,1,47,11,1996
11/20/1996,45.77661459946128,46.05480441995256,45.62313056056955,45.86294937133789,730000,20,2,47,11,1996
11/21/1996,45.920505034658866,45.94928329141758,45.661500723830414,45.795799255371094,653000,21,3,47,11,1996
11/22/1996,45.862909662329564,46.19865570670972,45.862909662329564,46.150691986083984,965100,22,4,47,11,1996
11/25/1996,46.19869907422997,46.75507875577178,46.09317878979963,46.73589324951172,2058800,25,0,48,11,1996
11/26/1996,46.831785968736526,47.081197364719145,46.33296317677129,46.582374572753906,2861800,26,1,48,11,1996
11/27/1996,46.69752249335023,46.774264518811776,46.43851815741751,46.49607467651367,872000,27,2,48,11,1996
11/29/1996,46.65912749710945,46.793425972635674,46.572792762842596,46.66872024536133,1073400,29,4,48,11,1996
12/2/1996,46.61116999102393,46.73587573498016,46.28501650683072,46.68791198730469,1350600,2,0,49,12,1996
12/3/1996,46.69749924012251,47.014059937518574,45.89170837402344,45.89170837402344,1777800,3,1,49,12,1996
12/4/1996,45.96845852118471,46.08357152248984,45.48882101574664,46.016422271728516,2365100,4,2,49,12,1996
12/5/1996,45.94926486445909,46.13152708417197,45.757409896340256,45.89170837402344,1697700,5,3,49,12,1996
12/6/1996,44.97079354840432,45.89169717055594,44.606269197969304,45.62310028076172,3401800,6,4,49,12,1996
12/9/1996,45.85333881465123,46.304198003832944,45.78618957370927,46.29460525512695,1864600,9,0,50,12,1996
12/10/1996,46.390539175268266,46.45768842552196,46.026014673891055,46.073978424072266,1331600,10,1,50,12,1996
12/11/1996,45.201030624591645,45.81496652441632,45.009175655896435,45.65188980102539,1847900,11,2,50,12,1996
12/12/1996,45.91090116419344,45.968457663772455,44.77895667247283,44.89406967163086,2540200,12,3,50,12,1996
12/13/1996,44.855682773053495,45.17224340853484,44.45278741880451,45.00916672,1678300,13,4,50,12,1996
12/16/1996,45.12427524705008,45.23938819410888,44.24174265,44.433597564697266,1831100,16,0,51,12,1996
12/17/1996,44.299298425128256,44.98997609654645,44.126629007273706,44.78852844238281,2023200,17,1,51,12,1996
12/18/1996,45.04755090015572,45.287369633653135,44.980401654776436,45.14347839355469,1666800,18,2,51,12,1996
12/19/1996,45.546377172078934,46.121942174253476,45.364114921390325,46.073978424072266,2269300,19,3,51,12,1996
12/20/1996,46.34858590207667,46.714901680836846,46.117228568122876,46.17506790161133,1543200,20,4,51,12,1996
12/23/1996,46.32933862,46.39681788796209,45.85698373011337,46.05942153930664,1263700,23,0,52,12,1996
12/24/1996,46.17506069624818,46.39677810668945,46.14614103401671,46.39677810668945,633000,24,1,52,12,1996
12/26/1996,46.54138238022008,46.782379596356265,46.50282282563829,46.75345993041992,1384300,26,3,52,12,1996
12/27/1996,46.75347046954235,46.90770872263775,46.57995243481003,46.811309814453125,410400,27,4,52,12,1996
12/30/1996,46.96555447865682,46.96555447865682,46.367881166325795,46.40644073486328,694100,30,0,1,12,1996
12/31/1996,46.444978952105146,46.50281827832197,45.558109283447266,45.558109283447266,1378100,31,1,1,12,1996
1/2/1997,45.885879014201585,45.885879014201585,44.88333039708457,45.67380142211914,2031900,2,3,1,1,1997
1/3/1997,45.88589154,46.34860642,45.702733572849965,46.32932662963867,2123200,3,4,1,1,1997
1/6/1997,46.32932157540501,46.54139920225872,45.84732696891932,45.92444610595703,1374100,6,0,2,1,1997
1/7/1997,45.924437388005174,46.56067014778862,45.73163958201019,46.483551025390625,939000,7,1,2,1,1997
1/8/1997,46.73417910013239,46.75345887698888,46.07866668701172,46.07866668701172,1802200,8,2,2,1,1997
1/9/1997,46.31004470571938,46.811319128012755,46.23292556382809,46.46428298950195,1415700,9,3,2,1,1997
